Customer_ID,Age,Gender,Subscription_Length,Region,Payment_Method,Support_Tickets_Raised,Satisfaction_Score,Discount_Offered,Last_Activity,Monthly_Spend,Churned
CUST002118,35.0,Female,2,West,Credit Card,1,1.0,11.38,124,27.83,True
CUST002119,29.0,Male,30,East,PayPal,0,3.0,19.41,247,45.95,True
CUST002120,40.0,Male,47,South,PayPal,0,2.0,6.37,337,42.08,True
CUST002121,29.0,Male,20,East,Debit Card,2,10.0,13.91,159,57.64,False
CUST002122,30.0,Male,18,South,Debit Card,1,6.0,18.79,267,51.36,False
CUST002123,42.0,Male,43,South,PayPal,3,6.0,19.25,292,54.27,False
CUST002124,62.0,Male,57,North,PayPal,2,6.0,17.69,78,44.9,True
CUST002125,68.0,Male,10,West,PayPal,1,8.0,17.84,291,51.13,False
CUST002126,36.0,Female,24,South,Credit Card,1,9.0,14.78,151,56.55,False
CUST002127,63.0,Male,56,West,Debit Card,2,1.0,8.31,285,42.17,True
CUST002128,53.0,Female,4,West,Credit Card,4,5.0,15.96,151,37.51,False
CUST002129,62.0,Female,37,West,Debit Card,2,7.0,19.68,124,55.91,False
CUST002130,43.0,Female,4,East,Debit Card,2,2.0,12.89,228,30.08,True
CUST002131,46.0,Male,13,West,Debit Card,1,6.0,8.91,272,42.08,False
CUST002132,49.0,Female,25,South,PayPal,1,8.0,13.6,359,53.21,True
CUST002133,68.0,Female,13,East,Debit Card,1,8.0,15.36,340,51.65,True
CUST002134,61.0,Male,18,West,Credit Card,1,6.0,8.12,217,54.33,False
CUST002135,35.0,Male,59,North,Debit Card,2,10.0,15.79,147,68.95,False
CUST002136,23.0,Female,24,West,Credit Card,2,8.0,13.81,218,53.73,False
CUST002137,35.0,Male,2,West,Debit Card,4,6.0,14.19,96,35.24,False
CUST002138,36.0,Male,48,East,Debit Card,3,6.0,9.59,50,50.13,False
CUST002139,43.0,Male,33,South,PayPal,4,3.0,7.33,43,36.25,True
CUST002140,54.0,Male,58,West,Credit Card,5,2.0,14.35,19,42.9,True
CUST002141,49.0,Female,19,East,Debit Card,3,5.0,13.79,113,40.57,False
CUST002142,58.0,Male,9,East,Debit Card,2,9.0,10.07,213,46.12,False
CUST002143,43.0,Male,28,South,Credit Card,1,4.0,9.44,18,41.61,False
CUST002144,45.0,Male,35,East,Debit Card,3,5.0,10.21,134,45.4,False
CUST002145,27.0,Female,57,South,PayPal,2,6.0,12.35,291,56.65,False
CUST002146,68.0,Female,39,North,Credit Card,0,6.0,19.62,14,55.76,False
CUST002147,52.0,Male,10,West,PayPal,4,4.0,16.45,64,36.65,False
CUST002148,46.0,Male,1,East,Credit Card,3,4.0,17.78,163,36.95,False
CUST002149,32.0,Female,42,North,Credit Card,2,6.0,12.58,258,54.97,False
CUST002150,50.0,Male,21,East,Credit Card,0,5.0,12.89,6,45.09,False
CUST002151,24.0,Male,9,East,Debit Card,1,5.0,8.06,355,38.32,True
CUST002152,29.0,Female,47,North,Credit Card,6,9.0,15.82,121,57.32,True
CUST002153,66.0,Male,15,East,Credit Card,1,4.0,11.32,153,39.81,False
CUST002154,47.0,Male,35,East,Credit Card,3,7.0,16.14,329,50.97,True
CUST002155,38.0,Female,57,North,PayPal,2,5.0,11.14,178,51.76,False
CUST002156,43.0,Female,5,East,Credit Card,4,9.0,6.63,63,43.2,False
CUST002157,41.0,Male,41,South,Debit Card,0,8.0,7.6,258,54.4,False
CUST002158,37.0,Female,58,East,Credit Card,2,8.0,17.17,65,64.4,False
CUST002159,54.0,Male,22,West,Credit Card,3,10.0,8.88,357,52.89,True
CUST002160,21.0,Male,41,East,PayPal,1,6.0,8.97,187,61.33,False
CUST002161,45.0,Male,23,West,Debit Card,0,3.0,18.94,227,43.4,True
CUST002162,61.0,Female,7,West,Debit Card,1,9.0,14.86,199,51.34,False
CUST002163,37.0,Female,56,East,Debit Card,4,6.0,6.71,294,54.18,False
CUST002164,43.0,Male,23,North,Credit Card,2,3.0,7.15,251,35.16,True
CUST002165,67.0,Male,44,South,Credit Card,1,10.0,9.09,318,61.58,True
CUST002166,66.0,Female,25,South,Debit Card,1,1.0,13.91,193,34.86,True
CUST002167,68.0,Female,27,East,Debit Card,2,5.0,16.29,119,46.56,False
CUST002168,49.0,Female,41,North,PayPal,1,4.0,9.12,179,44.52,False
CUST002169,43.0,Male,6,North,Debit Card,3,8.0,18.06,52,47.5,False
CUST002170,53.0,Female,55,South,Credit Card,4,6.0,6.64,110,51.76,False
CUST002171,51.0,Female,34,North,Credit Card,2,10.0,8.11,224,55.6,False
CUST002172,43.0,Male,9,East,Credit Card,2,5.0,19.56,330,42.56,True
CUST002173,19.0,Male,49,East,PayPal,4,9.0,7.02,98,54.29,False
CUST002174,32.0,Male,33,North,Debit Card,1,6.0,18.32,319,52.03,True
CUST002175,51.0,Female,51,East,Credit Card,1,3.0,15.56,48,50.08,True
CUST002176,53.0,Male,6,West,PayPal,2,6.0,6.1,101,37.02,False
CUST002177,23.0,Male,37,South,PayPal,1,4.0,12.26,240,46.77,False
CUST002178,43.0,Male,31,East,Credit Card,1,5.0,12.78,74,47.35,False
CUST002179,59.0,Male,34,North,PayPal,3,6.0,18.98,38,51.03,False
CUST002180,68.0,Female,41,South,PayPal,5,9.0,11.32,216,53.43,True
CUST002181,68.0,Male,29,East,Credit Card,3,3.0,11.7,136,39.14,True
CUST002182,29.0,Female,58,South,PayPal,1,1.0,6.69,6,42.35,True
CUST002183,20.0,Female,14,North,Credit Card,2,2.0,14.59,247,32.57,True
CUST002184,62.0,Female,36,West,Credit Card,6,8.0,8.16,324,46.72,True
CUST002185,35.0,Male,36,West,PayPal,1,4.0,6.16,197,39.91,False
CUST002186,57.0,Female,53,East,Credit Card,2,7.0,19.95,111,59.61,False
CUST002187,38.0,Male,15,West,Credit Card,4,2.0,9.04,288,28.91,True
CUST002188,32.0,Male,8,East,Debit Card,3,10.0,7.12,38,46.3,False
CUST002189,43.0,Male,26,South,Credit Card,2,8.0,15.49,115,52.31,False
CUST002190,52.0,Female,36,East,Debit Card,0,10.0,17.33,185,65.86,False
CUST002191,43.0,Male,48,East,Debit Card,5,9.0,5.96,212,54.91,True
CUST002192,25.0,Male,21,East,Debit Card,0,7.0,6.58,255,46.4,False
CUST002193,53.0,Male,28,West,Debit Card,1,10.0,6.35,320,56.17,True
CUST002194,65.0,Female,4,East,PayPal,2,1.0,5.7,310,25.36,True
CUST002195,47.0,Female,16,North,PayPal,2,2.0,14.89,113,35.46,True
CUST002196,40.0,Female,22,East,Credit Card,4,9.0,13.82,270,51.51,False
CUST002197,59.0,Male,12,South,Credit Card,3,10.0,14.94,320,53.57,True
CUST002198,61.0,Female,16,North,Credit Card,2,7.0,12.59,175,46.96,False
CUST002199,31.0,Male,51,South,PayPal,2,3.0,17.26,310,47.82,True
CUST002200,31.0,Male,40,South,Debit Card,1,5.0,13.2,19,49.71,False
CUST002201,19.0,Female,38,South,PayPal,1,1.0,18.78,203,41.54,True
CUST002202,54.0,Male,42,North,PayPal,1,10.0,12.28,126,63.69,False
CUST002203,43.0,Female,37,North,Credit Card,6,3.0,16.86,254,39.25,True
CUST002204,43.0,Male,29,West,Credit Card,0,6.0,11.11,316,43.5,True
CUST002205,62.0,Female,18,North,Credit Card,3,4.0,11.53,255,38.59,False
CUST002206,43.0,Male,10,East,Debit Card,4,7.0,17.73,288,44.82,False
CUST002207,64.0,Male,42,South,Debit Card,3,6.0,6.61,292,46.92,False
CUST002208,31.0,Male,39,West,PayPal,3,9.0,13.47,152,56.47,False
CUST002209,56.0,Male,18,North,Debit Card,0,7.0,15.9,199,50.33,False
CUST002210,42.0,Male,1,South,Credit Card,0,2.0,16.26,199,34.55,True
CUST002211,37.0,Female,39,North,Debit Card,2,6.0,13.87,302,54.96,True
CUST002212,19.0,Male,21,West,Debit Card,2,6.0,11.72,175,36.08,True
CUST002213,56.0,Female,1,North,Debit Card,0,7.0,8.91,270,41.05,False
CUST002214,43.0,Female,15,North,Debit Card,1,5.0,18.64,180,45.73,False
CUST002215,34.0,Female,4,South,Credit Card,0,10.0,10.55,218,49.63,False
CUST002216,42.0,Male,20,East,Credit Card,6,6.0,16.98,118,42.34,True
CUST002217,45.0,Male,10,North,PayPal,2,4.0,5.47,306,31.97,True
CUST002218,19.0,Male,23,West,PayPal,5,5.0,8.48,321,39.57,True
CUST002219,52.0,Female,41,North,PayPal,4,5.0,10.18,333,44.02,True
CUST002220,54.0,Male,34,North,Debit Card,1,7.0,15.07,320,53.21,True
CUST002221,22.0,Male,46,East,Debit Card,4,6.0,9.79,23,44.43,False
CUST002222,18.0,Female,48,South,Credit Card,4,6.0,5.62,125,44.31,False
CUST002223,57.0,Female,33,West,PayPal,2,4.0,7.61,84,42.0,False
CUST002224,43.0,Female,34,South,Credit Card,1,4.0,8.89,199,42.73,False
CUST002225,53.0,Female,39,South,PayPal,2,8.0,7.64,326,52.33,True
CUST002226,62.0,Female,10,South,PayPal,2,5.0,8.06,187,37.1,False
CUST002227,40.0,Female,54,North,PayPal,2,9.0,16.53,329,63.35,True
CUST002228,64.0,Male,20,East,Debit Card,4,5.0,11.18,92,39.69,False
CUST002229,48.0,Female,1,North,PayPal,0,8.0,11.08,330,46.72,True
CUST002230,28.0,Male,13,West,PayPal,1,3.0,19.5,182,40.5,True
CUST002231,27.0,Male,1,East,Debit Card,1,7.0,11.7,227,43.09,False
CUST002232,20.0,Male,5,South,PayPal,2,6.0,18.91,199,29.13,True
CUST002233,31.0,Female,16,East,Debit Card,3,5.0,9.49,235,37.98,False
CUST002234,33.0,Male,15,West,Debit Card,0,2.0,11.01,44,34.78,True
CUST002235,27.0,Female,49,North,Credit Card,1,8.0,10.94,76,60.42,False
CUST002236,46.0,Female,28,North,Debit Card,1,6.0,13.19,141,48.21,False
CUST002237,27.0,Male,31,South,Debit Card,0,5.0,13.76,182,46.38,False
CUST002238,29.0,Female,23,North,Debit Card,1,3.0,8.72,119,36.56,True
CUST002239,47.0,Male,48,North,PayPal,2,1.0,16.9,40,42.29,True
CUST002240,58.0,Male,45,West,Credit Card,1,10.0,12.45,260,61.37,False
CUST002241,18.0,Female,43,East,PayPal,2,10.0,5.11,244,59.02,False
CUST002242,22.0,Male,17,North,Debit Card,3,10.0,13.87,129,51.87,False
CUST002243,37.0,Male,49,West,Debit Card,3,10.0,16.97,6,65.03,False
CUST002244,25.0,Male,34,West,Credit Card,2,8.0,8.76,311,51.09,True
CUST002245,60.0,Female,13,South,Credit Card,2,5.0,5.57,66,38.29,False
CUST002246,29.0,Male,14,West,Debit Card,0,9.0,17.11,219,54.98,False
CUST002247,18.0,Female,11,South,Debit Card,1,7.0,19.64,146,48.94,False
CUST002248,37.0,Female,28,North,PayPal,1,1.0,6.15,234,33.3,True
CUST002249,45.0,Male,42,South,Debit Card,2,1.0,19.07,29,41.23,True
CUST002250,60.0,Male,32,West,PayPal,6,7.0,10.39,309,45.67,True
CUST002251,54.0,Female,35,East,Credit Card,1,7.0,19.12,161,55.88,False
CUST002252,64.0,Female,59,East,PayPal,1,6.0,14.73,131,65.77,False
CUST002253,54.0,Male,31,North,Debit Card,3,2.0,18.35,148,39.79,True
CUST002254,43.0,Male,17,North,PayPal,4,7.0,16.79,82,45.11,False
CUST002255,43.0,Female,47,East,PayPal,1,2.0,5.42,361,40.42,True
CUST002256,66.0,Female,9,South,Credit Card,2,10.0,5.98,342,48.63,True
CUST002257,66.0,Female,10,North,PayPal,2,10.0,12.89,83,49.74,False
CUST002258,43.0,Female,8,West,Debit Card,1,2.0,6.94,73,30.76,True
CUST002259,45.0,Female,21,North,PayPal,1,5.0,11.92,355,44.38,True
CUST002260,64.0,Male,13,South,PayPal,0,9.0,19.32,214,54.21,False
CUST002261,32.0,Female,59,North,PayPal,1,6.0,9.42,26,61.7,False
CUST002262,23.0,Female,50,West,Debit Card,2,10.0,12.33,290,64.61,False
CUST002263,61.0,Male,5,West,PayPal,3,1.0,10.76,71,26.54,True
CUST002264,37.0,Male,6,West,Debit Card,2,7.0,14.45,350,44.75,True
CUST002265,67.0,Female,30,South,PayPal,5,10.0,7.91,177,50.53,True
CUST002266,31.0,Female,31,South,Credit Card,1,10.0,8.9,89,59.38,False
CUST002267,19.0,Male,17,West,Credit Card,1,3.0,17.88,177,39.58,True
CUST002268,26.0,Female,11,West,Credit Card,1,6.0,17.17,27,55.92,False
CUST002269,54.0,Female,20,South,Debit Card,3,6.0,16.84,289,56.07,False
CUST002270,43.0,Male,48,South,Debit Card,2,1.0,16.56,328,44.37,True
CUST002271,43.0,Female,9,South,Debit Card,0,2.0,11.89,305,33.77,True
CUST002272,46.0,Male,2,East,PayPal,2,6.0,15.93,63,41.58,False
CUST002273,18.0,Male,37,South,Debit Card,2,10.0,10.81,19,59.03,False
CUST002274,52.0,Male,1,West,Debit Card,1,2.0,6.51,278,26.16,True
CUST002275,23.0,Male,4,East,Debit Card,0,2.0,10.9,346,29.33,True
CUST002276,54.0,Female,36,South,Debit Card,1,4.0,7.38,67,43.32,False
CUST002277,22.0,Male,54,West,Credit Card,3,3.0,10.86,238,44.12,True
CUST002278,50.0,Female,58,North,PayPal,1,6.0,9.46,137,61.28,False
CUST002279,66.0,Female,25,East,Credit Card,5,8.0,13.99,163,48.64,True
CUST002280,68.0,Female,3,West,PayPal,2,6.0,10.42,327,38.83,True
CUST002281,31.0,Female,9,North,PayPal,3,4.0,15.58,335,35.84,True
CUST002282,29.0,Female,22,West,Credit Card,2,7.0,12.68,293,49.08,False
CUST002283,59.0,Male,23,South,Debit Card,0,9.0,18.79,28,59.27,False
CUST002284,37.0,Male,12,South,Credit Card,1,6.0,6.37,256,29.4,True
CUST002285,67.0,Male,10,North,PayPal,1,6.0,15.32,291,46.53,False
CUST002286,41.0,Male,34,South,PayPal,3,7.0,15.09,112,51.43,False
CUST002287,60.0,Female,43,West,Debit Card,4,1.0,19.26,240,38.9,True
CUST002288,51.0,Male,10,North,Credit Card,2,6.0,10.57,243,40.13,False
CUST002289,42.0,Female,30,West,PayPal,3,8.0,9.58,153,48.68,False
CUST002290,67.0,Female,22,West,Credit Card,0,7.0,7.59,265,49.25,False
CUST002291,46.0,Male,6,West,Debit Card,0,6.0,8.98,52,32.37,True
CUST002292,56.0,Male,50,South,Debit Card,1,2.0,12.53,265,45.8,True
CUST002293,48.0,Male,2,South,PayPal,2,4.0,17.57,54,37.54,False
CUST002294,43.0,Male,30,West,Debit Card,2,6.0,9.26,133,44.98,False
CUST002295,60.0,Female,2,East,PayPal,2,5.0,7.37,191,34.14,False
CUST002296,67.0,Female,32,West,PayPal,2,2.0,9.08,124,37.16,True
CUST002297,40.0,Male,42,West,Debit Card,0,7.0,6.51,218,52.54,False
CUST002298,61.0,Female,16,North,Debit Card,2,8.0,18.9,322,51.7,True
CUST002299,55.0,Female,12,West,Credit Card,1,2.0,18.09,301,36.9,True
CUST002300,43.0,Female,1,South,Credit Card,0,4.0,9.63,71,32.03,False
CUST002301,43.0,Male,53,North,PayPal,1,3.0,8.7,214,45.93,True
CUST002302,62.0,Female,8,East,Credit Card,1,4.0,18.58,362,40.65,True
CUST002303,69.0,Male,48,North,PayPal,0,5.0,5.03,33,49.34,False
CUST002304,33.0,Male,50,East,Debit Card,2,6.0,14.01,336,54.15,True
CUST002305,67.0,Female,13,North,Debit Card,2,6.0,18.74,171,36.46,True
CUST002306,59.0,Female,15,North,Credit Card,2,10.0,12.63,344,52.71,True
CUST002307,25.0,Male,53,East,PayPal,2,6.0,5.04,350,49.8,True
CUST002308,67.0,Female,44,South,PayPal,0,9.0,8.28,301,61.02,True
CUST002309,38.0,Female,8,South,Credit Card,3,8.0,18.84,291,49.26,False
CUST002310,18.0,Male,10,South,PayPal,0,1.0,5.26,237,27.53,True
CUST002311,25.0,Male,46,North,PayPal,2,9.0,10.92,337,59.29,True
CUST002312,46.0,Male,5,West,Debit Card,0,6.0,16.85,102,55.77,False
CUST002313,49.0,Male,50,North,PayPal,4,6.0,17.57,10,44.03,True
CUST002314,55.0,Female,19,West,PayPal,0,6.0,12.16,41,34.81,True
CUST002315,43.0,Female,47,West,PayPal,5,6.0,8.49,126,47.82,True
CUST002316,64.0,Male,38,South,Credit Card,4,1.0,14.0,273,35.78,True
CUST002317,39.0,Male,59,West,Credit Card,0,6.0,8.96,327,57.7,True
CUST002318,64.0,Male,11,North,Credit Card,0,2.0,8.83,11,31.75,True
CUST002319,51.0,Female,53,North,PayPal,2,7.0,17.11,319,59.95,True
CUST002320,18.0,Male,43,South,PayPal,3,7.0,7.31,195,50.38,False
CUST002321,43.0,Female,20,East,Credit Card,1,4.0,5.08,20,36.98,False
CUST002322,60.0,Male,20,North,Credit Card,1,2.0,10.05,273,33.58,True
CUST002323,27.0,Male,21,West,PayPal,2,7.0,12.36,235,47.71,False
CUST002324,47.0,Male,18,North,PayPal,4,1.0,15.58,227,30.93,True
CUST002325,67.0,Female,57,North,Debit Card,1,6.0,16.72,227,48.42,True
CUST002326,35.0,Female,50,North,Credit Card,1,2.0,14.95,354,44.68,True
CUST002327,34.0,Female,10,East,PayPal,0,1.0,14.4,341,31.06,True
CUST002328,43.0,Male,34,West,Credit Card,1,6.0,14.99,272,58.74,False
CUST002329,25.0,Female,26,South,Credit Card,0,6.0,9.07,279,47.64,False
CUST002330,64.0,Female,30,North,Credit Card,1,3.0,10.74,124,42.52,True
CUST002331,57.0,Male,9,West,Debit Card,2,6.0,14.25,195,42.38,False
CUST002332,66.0,Male,46,West,PayPal,3,7.0,5.98,71,49.06,False
CUST002333,29.0,Female,51,South,PayPal,1,6.0,9.43,232,46.11,True
CUST002334,44.0,Female,31,North,Credit Card,4,4.0,11.1,173,41.3,False
CUST002335,25.0,Female,42,East,PayPal,3,10.0,13.0,203,59.82,False
CUST002336,43.0,Female,55,West,Debit Card,2,6.0,12.3,33,43.87,True
CUST002337,63.0,Male,4,South,Credit Card,1,6.0,15.77,211,43.06,False
CUST002338,43.0,Male,6,East,Debit Card,3,6.0,12.1,301,39.9,True
CUST002339,50.0,Male,14,West,Debit Card,3,9.0,18.56,182,54.24,False
CUST002340,18.0,Female,4,North,PayPal,2,6.0,10.7,241,27.31,True
CUST002341,36.0,Female,26,West,PayPal,1,5.0,12.88,51,46.44,False
CUST002342,48.0,Male,47,East,Debit Card,2,5.0,5.05,343,46.63,True
CUST002343,33.0,Male,48,East,PayPal,2,7.0,9.66,29,53.38,False
CUST002344,31.0,Female,39,North,Debit Card,4,5.0,18.0,6,48.3,False
CUST002345,65.0,Female,17,North,Debit Card,1,10.0,10.0,133,55.59,False
CUST002346,22.0,Male,19,South,Credit Card,0,4.0,8.8,96,41.43,False
CUST002347,58.0,Male,51,North,Debit Card,7,6.0,13.15,346,56.47,True
CUST002348,43.0,Male,49,South,Debit Card,1,6.0,6.18,82,40.82,True
CUST002349,45.0,Female,6,East,PayPal,2,8.0,12.97,277,46.83,False
CUST002350,19.0,Female,29,East,Credit Card,1,5.0,9.55,315,44.75,True
CUST002351,67.0,Female,11,West,PayPal,7,6.0,10.75,217,30.26,True
CUST002352,23.0,Female,16,West,Credit Card,1,9.0,16.87,280,52.97,False
CUST002353,26.0,Female,30,South,PayPal,4,6.0,14.93,131,35.92,True
CUST002354,50.0,Female,25,North,Debit Card,0,3.0,11.69,86,39.49,True
CUST002355,58.0,Male,40,North,Credit Card,1,8.0,13.66,328,55.98,True
CUST002356,42.0,Male,11,West,Credit Card,3,4.0,16.5,313,36.69,True
CUST002357,65.0,Female,7,East,Credit Card,5,9.0,16.19,93,45.77,True
CUST002358,30.0,Male,26,South,Credit Card,3,10.0,7.78,71,52.33,False
CUST002359,26.0,Female,56,East,PayPal,1,6.0,9.51,326,64.51,True
CUST002360,30.0,Male,22,East,PayPal,1,10.0,10.22,326,56.53,True
CUST002361,48.0,Female,25,North,Credit Card,3,10.0,7.81,332,51.9,True
CUST002362,43.0,Male,19,South,Credit Card,1,9.0,5.18,191,51.02,False
CUST002363,28.0,Male,31,East,Credit Card,3,10.0,7.61,214,54.02,False
CUST002364,21.0,Female,26,West,PayPal,2,9.0,17.12,47,56.9,False
CUST002365,51.0,Female,42,West,Credit Card,0,1.0,13.19,218,42.17,True
CUST002366,55.0,Male,41,North,Credit Card,0,6.0,10.12,89,51.46,False
CUST002367,63.0,Male,36,West,Credit Card,2,10.0,14.13,275,60.14,False
CUST002368,21.0,Female,23,West,PayPal,3,6.0,16.1,227,45.85,False
CUST002369,55.0,Male,47,East,Debit Card,1,8.0,10.32,217,58.43,False
CUST002370,43.0,Female,13,West,Debit Card,2,7.0,11.99,240,44.87,False
CUST002371,23.0,Female,25,West,PayPal,1,7.0,5.96,301,46.03,True
CUST002372,51.0,Male,2,East,Debit Card,1,2.0,13.96,341,31.5,True
CUST002373,35.0,Female,2,North,Credit Card,1,4.0,10.35,170,34.91,False
CUST002374,30.0,Male,16,North,Credit Card,3,1.0,11.5,232,31.3,True
CUST002375,58.0,Male,9,South,PayPal,1,7.0,11.34,108,44.74,False
CUST002376,40.0,Female,28,West,PayPal,4,4.0,14.49,328,40.86,True
CUST002377,36.0,Male,13,East,Debit Card,3,9.0,13.59,233,50.02,False
CUST002378,62.0,Female,35,South,Debit Card,4,6.0,11.33,170,45.42,False
CUST002379,28.0,Female,41,North,Credit Card,2,6.0,5.25,135,45.8,False
CUST002380,18.0,Female,13,North,PayPal,1,9.0,14.31,131,52.04,False
CUST002381,41.0,Male,31,East,Debit Card,1,8.0,18.19,37,58.27,False
CUST002382,24.0,Female,21,South,Debit Card,2,6.0,16.54,259,48.4,False
CUST002383,42.0,Male,32,South,Credit Card,2,6.0,19.72,124,50.18,False
CUST002384,38.0,Female,54,East,Credit Card,2,6.0,7.09,263,53.01,False
CUST002385,32.0,Female,34,East,Credit Card,4,4.0,8.34,353,37.39,True
CUST002386,18.0,Female,8,South,Credit Card,1,5.0,13.09,217,40.7,False
CUST002387,29.0,Male,59,North,Debit Card,2,3.0,8.54,170,47.47,True
CUST002388,24.0,Male,41,West,PayPal,1,9.0,5.52,98,54.64,False
CUST002389,32.0,Female,48,North,PayPal,1,2.0,11.03,358,44.72,True
CUST002390,38.0,Female,2,East,Credit Card,3,7.0,9.31,186,40.9,False
CUST002391,43.0,Male,38,South,Credit Card,1,1.0,8.96,213,37.12,True
CUST002392,46.0,Male,32,South,Debit Card,4,10.0,19.3,358,59.59,True
CUST002393,42.0,Male,54,West,Credit Card,2,6.0,8.58,312,57.07,True
CUST002394,50.0,Female,40,South,PayPal,0,6.0,6.94,232,39.34,True
CUST002395,66.0,Male,58,West,Credit Card,5,5.0,6.88,167,46.24,True
CUST002396,49.0,Female,28,North,PayPal,3,1.0,17.09,306,35.01,True
CUST002397,66.0,Male,37,North,Credit Card,2,5.0,15.72,161,49.1,False
CUST002398,52.0,Female,41,South,Credit Card,0,4.0,6.94,284,45.8,False
CUST002399,61.0,Female,1,South,PayPal,0,1.0,8.3,184,26.4,True
CUST002400,55.0,Female,41,East,Debit Card,4,1.0,16.21,25,37.8,True
CUST002401,43.0,Male,10,East,Debit Card,1,7.0,9.12,142,43.32,False
CUST002402,28.0,Male,55,South,Credit Card,1,3.0,19.72,183,52.17,True
CUST002403,52.0,Male,4,South,Credit Card,1,10.0,13.11,84,50.79,False
CUST002404,25.0,Female,35,North,PayPal,4,9.0,7.88,231,51.38,False
CUST002405,63.0,Female,10,South,PayPal,1,6.0,17.88,223,51.24,False
CUST002406,31.0,Male,47,East,Credit Card,6,10.0,9.79,158,56.57,True
CUST002407,27.0,Female,11,North,PayPal,3,9.0,9.33,318,44.91,True
CUST002408,19.0,Female,14,West,Debit Card,0,1.0,9.91,185,32.41,True
CUST002409,43.0,Female,38,East,Debit Card,1,4.0,16.52,183,47.9,False
CUST002410,26.0,Male,12,East,PayPal,3,1.0,7.6,85,26.18,True
CUST002411,20.0,Female,45,North,PayPal,2,1.0,10.73,65,38.59,True
CUST002412,38.0,Male,17,West,PayPal,2,6.0,5.46,52,47.69,False
CUST002413,43.0,Male,16,East,Debit Card,2,6.0,17.4,3,44.86,False
CUST002414,25.0,Male,35,South,Credit Card,1,1.0,10.11,77,35.5,True
CUST002415,65.0,Male,2,East,PayPal,1,3.0,8.72,135,29.64,True
CUST002416,43.0,Male,11,North,PayPal,2,7.0,13.7,326,45.37,True
CUST002417,23.0,Female,41,North,PayPal,1,2.0,15.57,70,43.39,True
CUST002418,45.0,Male,3,North,Credit Card,2,4.0,17.19,162,37.45,False
CUST002419,46.0,Male,29,East,PayPal,2,2.0,10.22,96,37.13,True
CUST002420,43.0,Male,18,West,PayPal,2,9.0,17.18,16,52.98,False
CUST002421,42.0,Female,20,South,Debit Card,2,9.0,11.97,230,52.69,False
CUST002422,29.0,Female,47,North,PayPal,3,7.0,6.52,267,50.24,False
CUST002423,22.0,Female,14,West,Debit Card,1,7.0,17.69,306,49.42,True
CUST002424,51.0,Female,34,South,Credit Card,6,2.0,13.21,343,33.37,True
CUST002425,43.0,Male,49,North,PayPal,2,10.0,14.04,6,64.45,False
CUST002426,54.0,Male,54,South,PayPal,1,8.0,19.06,110,64.51,False
CUST002427,32.0,Female,31,South,Debit Card,0,1.0,13.39,143,37.39,True
CUST002428,61.0,Female,58,West,Credit Card,2,8.0,5.08,155,56.18,False
CUST002429,53.0,Female,40,South,Credit Card,1,5.0,18.06,207,53.08,False
CUST002430,32.0,Female,42,North,Debit Card,1,4.0,9.27,166,45.58,False
CUST002431,60.0,Male,58,West,Credit Card,1,10.0,12.53,260,68.48,False
CUST002432,65.0,Female,18,East,Credit Card,1,2.0,8.07,173,32.69,True
CUST002433,40.0,Female,30,East,Credit Card,2,3.0,9.45,121,40.13,True
CUST002434,23.0,Female,25,West,Credit Card,0,10.0,15.3,140,59.2,False
CUST002435,63.0,Female,19,East,Credit Card,1,2.0,11.44,168,36.69,True
CUST002436,67.0,Female,8,South,Credit Card,3,4.0,14.41,84,36.18,False
CUST002437,61.0,Female,28,North,Credit Card,1,3.0,17.35,194,43.77,True
CUST002438,60.0,Female,8,South,Credit Card,2,5.0,10.11,276,36.55,False
CUST002439,43.0,Male,31,West,PayPal,1,7.0,13.53,268,53.09,False
CUST002440,38.0,Male,3,North,Debit Card,0,6.0,16.66,38,52.49,False
CUST002441,40.0,Male,3,West,Credit Card,3,5.0,15.73,303,37.34,True
CUST002442,60.0,Male,44,West,Debit Card,1,8.0,13.1,338,56.42,True
CUST002443,33.0,Male,22,West,Credit Card,7,2.0,10.75,242,27.46,True
CUST002444,64.0,Male,17,South,Credit Card,3,6.0,11.11,330,40.94,True
CUST002445,32.0,Female,36,North,PayPal,0,8.0,11.5,199,57.0,False
CUST002446,43.0,Female,17,North,Debit Card,3,9.0,10.23,298,48.65,False
CUST002447,53.0,Male,14,North,Debit Card,3,4.0,15.49,5,37.9,False
CUST002448,28.0,Female,51,South,PayPal,3,4.0,6.88,355,44.57,True
CUST002449,68.0,Male,9,East,PayPal,0,7.0,19.51,103,51.42,False
CUST002450,32.0,Female,30,South,Debit Card,0,4.0,16.68,138,47.39,False
CUST002451,21.0,Female,21,South,Credit Card,1,5.0,9.47,293,42.53,False
CUST002452,38.0,Female,12,West,Credit Card,2,2.0,5.64,66,28.4,True
CUST002453,30.0,Female,37,North,Debit Card,1,6.0,15.67,67,42.71,True
CUST002454,39.0,Female,32,North,Credit Card,7,10.0,16.02,270,53.23,True
CUST002455,36.0,Female,11,East,PayPal,1,5.0,19.45,47,44.67,False
CUST002456,51.0,Male,20,East,PayPal,0,6.0,8.81,180,54.26,False
CUST002457,31.0,Male,35,West,PayPal,2,10.0,6.24,68,56.96,False
CUST002458,21.0,Female,53,North,Debit Card,3,2.0,18.73,115,45.93,True
CUST002459,65.0,Male,47,East,Debit Card,3,6.0,8.88,26,50.89,False
